# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/00_rawdata/fastq_data/reference/NZ_CP076404.1.gtf" "-o" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/03_annotation/counts/raw_counts.txt" "-T" "8" "-p" "-B" "-t" "CDS" "-g" "gene_id" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613403.bam" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613404.bam" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613405.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613403.bam	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613404.bam	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613405.bam
KJY95_RS19790	NZ_CP076404.1	4075868	4076182	-	315	1999	2030	1835
KJY95_RS19795	NZ_CP076404.1	4076459	4077616	+	1158	1321	1090	971
KJY95_RS19800	NZ_CP076404.1	4077622	4080051	+	2430	3774	3802	2579
KJY95_RS22230	NZ_CP076404.1	4080196	4080327	-	132	84	91	111
KJY95_RS19805	NZ_CP076404.1	4080403	4081290	+	888	557	631	511
KJY95_RS19810	NZ_CP076404.1	4081622	4083799	+	2178	3191	4051	3303
KJY95_RS19815	NZ_CP076404.1	4083895	4084797	+	903	757	946	672
KJY95_RS19820	NZ_CP076404.1	4084830	4085444	-	615	270	293	232
KJY95_RS19825	NZ_CP076404.1	4085722	4086822	-	1101	439	589	549
KJY95_RS19830	NZ_CP076404.1	4086836	4087495	-	660	98	102	97
KJY95_RS19835	NZ_CP076404.1	4087510	4090008	-	2499	296	336	309
KJY95_RS19840	NZ_CP076404.1	4090317	4091393	+	1077	113	110	159
KJY95_RS19845	NZ_CP076404.1	4091411	4091728	+	318	49	52	91
KJY95_RS19850	NZ_CP076404.1	4091782	4094076	+	2295	381	421	372
KJY95_RS19855	NZ_CP076404.1	4094045	4094920	+	876	114	112	128
KJY95_RS19860	NZ_CP076404.1	4094925	4095263	+	339	107	60	94
KJY95_RS19865	NZ_CP076404.1	4095256	4096104	-	849	414	388	338
KJY95_RS19870	NZ_CP076404.1	4096322	4098052	-	1731	2294	2753	2450
KJY95_RS19875	NZ_CP076404.1	4098237	4100885	-	2649	3780	3863	3619
KJY95_RS19880	NZ_CP076404.1	4101486	4102634	-	1149	979	951	757
KJY95_RS19885	NZ_CP076404.1	4102788	4103789	+	1002	225	290	282
KJY95_RS19890	NZ_CP076404.1	4103800	4104573	+	774	269	265	239
KJY95_RS19895	NZ_CP076404.1	4104637	4106007	+	1371	769	709	564
KJY95_RS19900	NZ_CP076404.1	4106277	4107191	+	915	3450	3232	2645
KJY95_RS19905	NZ_CP076404.1	4107180	4108577	-	1398	5616	5684	5703
KJY95_RS19910	NZ_CP076404.1	4108908	4109555	+	648	3735	3803	3229
KJY95_RS19915	NZ_CP076404.1	4109558	4109914	+	357	2331	2381	2015
KJY95_RS19920	NZ_CP076404.1	4109960	4111057	-	1098	6084	6422	5028
KJY95_RS19925	NZ_CP076404.1	4111426	4113267	+	1842	2175	2899	2188
KJY95_RS19930	NZ_CP076404.1	4113215	4114069	+	855	1829	2164	1748
KJY95_RS19955	NZ_CP076404.1	4119844	4120869	+	1026	2043	2632	2159
KJY95_RS19960	NZ_CP076404.1	4120869	4121831	+	963	1191	1546	1177
KJY95_RS19965	NZ_CP076404.1	4121866	4122813	-	948	3011	3830	3750
KJY95_RS19990	NZ_CP076404.1	4123731	4124912	+	1182	133267	144909	112112
KJY95_RS19995	NZ_CP076404.1	4125145	4125525	+	381	19002	19392	12945
KJY95_RS20000	NZ_CP076404.1	4125530	4126072	+	543	21864	21912	15623
KJY95_RS20005	NZ_CP076404.1	4126234	4126659	+	426	76208	88092	67709
KJY95_RS20010	NZ_CP076404.1	4126666	4127367	+	702	164840	186516	142901
KJY95_RS20015	NZ_CP076404.1	4127783	4128277	+	495	188502	225782	172166
KJY95_RS20020	NZ_CP076404.1	4128347	4128703	+	357	159731	184422	138883
KJY95_RS20025	NZ_CP076404.1	4129026	4133051	+	4026	33623	40844	29712
KJY95_RS20030	NZ_CP076404.1	4133131	4137351	+	4221	30746	39631	27956
KJY95_RS20035	NZ_CP076404.1	4137567	4138103	+	537	1548	1823	1690
KJY95_RS20040	NZ_CP076404.1	4138519	4139649	-	1131	394	438	343
KJY95_RS20045	NZ_CP076404.1	4139649	4140416	-	768	230	232	184
KJY95_RS20050	NZ_CP076404.1	4140421	4140618	-	198	35	29	20
KJY95_RS20055	NZ_CP076404.1	4140605	4141357	-	753	224	258	135
KJY95_RS20060	NZ_CP076404.1	4141353	4141985	-	633	259	217	145
KJY95_RS20065	NZ_CP076404.1	4141988	4143880	-	1893	1605	1722	1298
KJY95_RS20070	NZ_CP076404.1	4144116	4144589	-	474	1438	1746	1825
KJY95_RS20075	NZ_CP076404.1	4144684	4145454	+	771	1617	1842	1462
KJY95_RS20080	NZ_CP076404.1	4145497	4146558	+	1062	3177	3328	2477
KJY95_RS20085	NZ_CP076404.1	4146571	4147239	+	669	1543	1586	1056
KJY95_RS20090	NZ_CP076404.1	4147285	4147872	+	588	2861	3195	2842
KJY95_RS20095	NZ_CP076404.1	4148062	4148331	+	270	8469	10046	9142
KJY95_RS20100	NZ_CP076404.1	4148347	4149039	+	693	3745	3884	3109
KJY95_RS20105	NZ_CP076404.1	4149047	4149469	-	423	820	709	543
KJY95_RS20110	NZ_CP076404.1	4149707	4151101	+	1395	879	938	780
KJY95_RS20115	NZ_CP076404.1	4151101	4152423	+	1323	698	688	558
KJY95_RS20120	NZ_CP076404.1	4152426	4153712	-	1287	2033	1870	1249
KJY95_RS20125	NZ_CP076404.1	4153727	4155313	-	1587	3992	3287	2339
KJY95_RS20150	NZ_CP076404.1	4161015	4161395	+	381	446	488	407
KJY95_RS20155	NZ_CP076404.1	4161464	4161904	-	441	377	454	344
KJY95_RS20160	NZ_CP076404.1	4162061	4162987	+	927	526	535	483
KJY95_RS20165	NZ_CP076404.1	4163259	4164857	+	1599	755	1098	1723
KJY95_RS20170	NZ_CP076404.1	4164890	4166191	+	1302	660	604	572
KJY95_RS20175	NZ_CP076404.1	4166377	4168110	+	1734	473	483	492
KJY95_RS20180	NZ_CP076404.1	4168085	4170268	-	2184	207	295	427
KJY95_RS20185	NZ_CP076404.1	4170588	4171409	-	822	1167	1923	2474
KJY95_RS20190	NZ_CP076404.1	4171609	4175289	+	3681	1638	1859	1678
KJY95_RS20195	NZ_CP076404.1	4175512	4177140	+	1629	1168	1220	1032
KJY95_RS20200	NZ_CP076404.1	4177237	4177923	-	687	598	923	759
KJY95_RS20205	NZ_CP076404.1	4178135	4179004	+	870	1051	1136	1077
KJY95_RS20210	NZ_CP076404.1	4179143	4179412	-	270	799	847	848
KJY95_RS20215	NZ_CP076404.1	4179668	4181014	-	1347	1317	1237	1084
KJY95_RS20220	NZ_CP076404.1	4181539	4183185	+	1647	4656	5976	5535
KJY95_RS20225	NZ_CP076404.1	4183687	4183926	+	240	132	156	172
KJY95_RS20230	NZ_CP076404.1	4184043	4184678	+	636	79	53	76
KJY95_RS20235	NZ_CP076404.1	4184678	4185412	+	735	98	116	91
KJY95_RS20240	NZ_CP076404.1	4185415	4187508	+	2094	406	366	297
KJY95_RS20245	NZ_CP076404.1	4187561	4187836	-	276	62	71	70
KJY95_RS20250	NZ_CP076404.1	4187837	4187977	+	141	15	20	22
KJY95_RS20255	NZ_CP076404.1	4188106	4188513	+	408	373	367	212
KJY95_RS20260	NZ_CP076404.1	4188563	4190035	-	1473	785	584	543
KJY95_RS20265	NZ_CP076404.1	4190410	4191297	-	888	723	1424	1410
KJY95_RS20270	NZ_CP076404.1	4191315	4192856	-	1542	1223	3413	3775
KJY95_RS20275	NZ_CP076404.1	4193013	4194200	-	1188	2605	9267	12358
KJY95_RS20280	NZ_CP076404.1	4194565	4195677	+	1113	1789	6276	7268
KJY95_RS20285	NZ_CP076404.1	4195752	4197089	+	1338	2139	5693	6808
KJY95_RS20290	NZ_CP076404.1	4197335	4198252	+	918	1416	2182	2242
KJY95_RS20295	NZ_CP076404.1	4198484	4200061	+	1578	268	382	375
KJY95_RS20300	NZ_CP076404.1	4200287	4200781	+	495	1082	1093	1019
KJY95_RS20305	NZ_CP076404.1	4200797	4201666	+	870	1499	1598	1384
KJY95_RS20310	NZ_CP076404.1	4201827	4204247	-	2421	5588	5753	4972
KJY95_RS20315	NZ_CP076404.1	4204418	4204783	+	366	961	1138	1045
KJY95_RS20320	NZ_CP076404.1	4204896	4205501	+	606	11124	11444	8395
KJY95_RS20325	NZ_CP076404.1	4205577	4206899	+	1323	2746	2838	1813
KJY95_RS20330	NZ_CP076404.1	4207018	4207224	+	207	959	913	944
KJY95_RS20335	NZ_CP076404.1	4207272	4207784	-	513	1638	1905	1497
KJY95_RS20340	NZ_CP076404.1	4208102	4209084	+	983	158	203	249
KJY95_RS20345	NZ_CP076404.1	4209450	4210484	+	1035	4481	5090	4191
KJY95_RS20350	NZ_CP076404.1	4210621	4210860	+	240	504	664	577
KJY95_RS20355	NZ_CP076404.1	4211032	4212012	-	981	810	901	797
KJY95_RS20360	NZ_CP076404.1	4212095	4213507	+	1413	5748	5497	4540
KJY95_RS20365	NZ_CP076404.1	4213563	4214639	+	1077	2835	3098	2556
KJY95_RS20370	NZ_CP076404.1	4214895	4216085	+	1191	1064	1259	1110
KJY95_RS20375	NZ_CP076404.1	4216593	4216793	-	201	25	32	49
KJY95_RS20380	NZ_CP076404.1	4217195	4217905	+	711	1421	1937	2138
KJY95_RS20385	NZ_CP076404.1	4218019	4218432	+	414	644	713	763
KJY95_RS20390	NZ_CP076404.1	4218439	4218792	+	354	307	407	320
KJY95_RS20395	NZ_CP076404.1	4218833	4221652	-	2820	9840	9146	7168
KJY95_RS20400	NZ_CP076404.1	4221906	4222439	+	534	3264	3637	3011
KJY95_RS20405	NZ_CP076404.1	4222544	4222822	-	279	4776	3419	1992
KJY95_RS20410	NZ_CP076404.1	4223252	4224835	+	1584	934	1086	966
KJY95_RS20415	NZ_CP076404.1	4224844	4225164	-	321	1420	1249	1406
KJY95_RS20420	NZ_CP076404.1	4225250	4225711	+	462	221	211	233
KJY95_RS20425	NZ_CP076404.1	4226260	4227606	+	1347	3699	3837	2452
KJY95_RS20430	NZ_CP076404.1	4227761	4229407	+	1647	1492	1665	1333
KJY95_RS20435	NZ_CP076404.1	4229567	4230856	-	1290	164	237	281
KJY95_RS20440	NZ_CP076404.1	4231037	4232683	-	1647	399	340	276
KJY95_RS20445	NZ_CP076404.1	4232683	4232994	-	312	51	44	51
KJY95_RS20450	NZ_CP076404.1	4233197	4235152	-	1956	464	470	488
KJY95_RS20455	NZ_CP076404.1	4235545	4236978	+	1434	754	1318	973
KJY95_RS20460	NZ_CP076404.1	4237026	4237589	+	564	159	310	193
KJY95_RS20465	NZ_CP076404.1	4237589	4238257	+	669	119	180	96
KJY95_RS20470	NZ_CP076404.1	4238257	4239210	+	954	123	153	136
KJY95_RS20475	NZ_CP076404.1	4239233	4240948	+	1716	216	259	203
KJY95_RS20480	NZ_CP076404.1	4240944	4241324	+	381	85	91	60
KJY95_RS20485	NZ_CP076404.1	4241324	4241917	+	594	208	194	191
KJY95_RS20490	NZ_CP076404.1	4242262	4243572	+	1311	2607	3051	2174
KJY95_RS20495	NZ_CP076404.1	4244109	4244795	-	687	853	766	688
KJY95_RS20500	NZ_CP076404.1	4244892	4247036	-	2145	1178	1354	1042
KJY95_RS20505	NZ_CP076404.1	4247237	4248700	-	1464	257	235	214
KJY95_RS20510	NZ_CP076404.1	4248700	4250748	-	2049	377	297	299
KJY95_RS20515	NZ_CP076404.1	4250751	4251779	-	1029	170	140	137
KJY95_RS20520	NZ_CP076404.1	4251801	4252073	-	273	37	41	39
KJY95_RS20525	NZ_CP076404.1	4252285	4254267	-	1983	289	230	250
KJY95_RS20530	NZ_CP076404.1	4254543	4255469	-	927	428	376	320
KJY95_RS20535	NZ_CP076404.1	4255456	4256148	-	693	88	76	101
KJY95_RS20540	NZ_CP076404.1	4256162	4257139	-	978	155	166	141
KJY95_RS20545	NZ_CP076404.1	4257121	4258650	-	1530	286	264	259
KJY95_RS20550	NZ_CP076404.1	4258780	4259712	-	933	421	351	283
KJY95_RS20555	NZ_CP076404.1	4259774	4260661	-	888	611	623	488
KJY95_RS20560	NZ_CP076404.1	4261020	4261466	+	447	67	68	140
KJY95_RS20565	NZ_CP076404.1	4261538	4261864	+	327	190	121	180
KJY95_RS20570	NZ_CP076404.1	4262017	4262772	-	756	282	276	265
KJY95_RS20575	NZ_CP076404.1	4262777	4263208	-	432	179	132	148
KJY95_RS20580	NZ_CP076404.1	4263198	4263752	-	555	117	82	68
KJY95_RS20585	NZ_CP076404.1	4263755	4264888	-	1134	243	244	238
KJY95_RS20590	NZ_CP076404.1	4264888	4265565	-	678	470	455	350
KJY95_RS20595	NZ_CP076404.1	4265679	4266434	-	756	361	328	272
KJY95_RS20600	NZ_CP076404.1	4266434	4267276	-	843	110	86	45
KJY95_RS20605	NZ_CP076404.1	4267272	4268333	-	1062	200	196	235
KJY95_RS20610	NZ_CP076404.1	4268336	4268917	-	582	103	120	80
KJY95_RS20615	NZ_CP076404.1	4268917	4269366	-	450	101	117	146
KJY95_RS20620	NZ_CP076404.1	4269370	4270092	-	723	193	151	145
KJY95_RS20625	NZ_CP076404.1	4270116	4270900	-	785	287	244	263
KJY95_RS20630	NZ_CP076404.1	4271009	4272022	-	1014	133	120	189
KJY95_RS20635	NZ_CP076404.1	4272050	4272835	-	786	130	105	111
KJY95_RS20640	NZ_CP076404.1	4272971	4273411	-	441	110	106	87
KJY95_RS20645	NZ_CP076404.1	4274072	4274404	-	333	1746	1939	1605
KJY95_RS20650	NZ_CP076404.1	4274805	4277030	+	2226	1507	1462	1214
KJY95_RS20655	NZ_CP076404.1	4277030	4277905	+	876	406	368	309
KJY95_RS20660	NZ_CP076404.1	4278172	4279671	+	1500	39668	36133	18337
KJY95_RS20665	NZ_CP076404.1	4279786	4279872	+	87	490	428	158
KJY95_RS20670	NZ_CP076404.1	4279854	4280951	-	1098	2549	2033	1086
KJY95_RS20675	NZ_CP076404.1	4280955	4281620	-	666	553	488	399
KJY95_RS20680	NZ_CP076404.1	4281620	4283260	-	1641	506	455	465
KJY95_RS20685	NZ_CP076404.1	4283367	4284701	-	1335	512	451	392
KJY95_RS20690	NZ_CP076404.1	4284841	4285599	-	759	151	179	177
KJY95_RS20695	NZ_CP076404.1	4285927	4288191	-	2265	2924	2781	1950
KJY95_RS20700	NZ_CP076404.1	4288393	4289298	-	906	400	402	335
KJY95_RS20705	NZ_CP076404.1	4289581	4290933	+	1353	771	753	628
KJY95_RS20710	NZ_CP076404.1	4291039	4292457	+	1419	924	1010	948
KJY95_RS20715	NZ_CP076404.1	4292602	4293228	-	627	373	311	327
KJY95_RS20720	NZ_CP076404.1	4293353	4294996	-	1644	828	1095	768
KJY95_RS20725	NZ_CP076404.1	4295077	4296414	-	1338	877	1279	1137
KJY95_RS20730	NZ_CP076404.1	4296988	4297704	-	717	722	745	675
KJY95_RS20735	NZ_CP076404.1	4297704	4299332	-	1629	2327	2372	2078
KJY95_RS20740	NZ_CP076404.1	4299513	4299740	+	228	101	112	91
KJY95_RS20745	NZ_CP076404.1	4299755	4300024	+	270	203	242	243
KJY95_RS20750	NZ_CP076404.1	4300254	4300547	+	294	149	263	242
KJY95_RS20755	NZ_CP076404.1	4300578	4300748	+	171	124	220	186
KJY95_RS20760	NZ_CP076404.1	4300873	4302387	-	1515	8341	11382	10563
KJY95_RS20765	NZ_CP076404.1	4302627	4304081	-	1455	433	361	376
KJY95_RS20770	NZ_CP076404.1	4304143	4306287	-	2145	732	903	886
KJY95_RS20775	NZ_CP076404.1	4306370	4307701	-	1332	467	629	808
KJY95_RS20780	NZ_CP076404.1	4308069	4309604	-	1536	1143	1374	1148
KJY95_RS22415	NZ_CP076404.1	4309867	4310023	-	157	281	465	331
KJY95_RS20790	NZ_CP076404.1	4310406	4310978	-	573	368	423	360
KJY95_RS20795	NZ_CP076404.1	4311018	4312712	-	1695	1054	1117	1072
KJY95_RS20800	NZ_CP076404.1	4312691	4313026	-	336	538	507	537
KJY95_RS20805	NZ_CP076404.1	4313145	4314443	-	1299	4621	7206	5817
KJY95_RS20810	NZ_CP076404.1	4314564	4315997	-	1434	9928	25053	23687
KJY95_RS20815	NZ_CP076404.1	4316334	4316807	+	474	157	238	230
KJY95_RS20820	NZ_CP076404.1	4316829	4318082	-	1254	611	590	534
KJY95_RS20825	NZ_CP076404.1	4318358	4318648	+	291	613	688	751
KJY95_RS20830	NZ_CP076404.1	4318695	4320338	+	1644	4604	4746	4274
KJY95_RS20835	NZ_CP076404.1	4320479	4320829	+	351	1188	1292	1156
KJY95_RS20840	NZ_CP076404.1	4321038	4321904	-	867	1318	1477	1120
KJY95_RS20845	NZ_CP076404.1	4322302	4323327	-	1026	2941	2855	2374
KJY95_RS20850	NZ_CP076404.1	4323369	4323932	+	564	14309	17592	16100
KJY95_RS20855	NZ_CP076404.1	4323987	4324109	+	123	1895	2281	2110
KJY95_RS20860	NZ_CP076404.1	4324223	4324366	+	144	920	1106	879
KJY95_RS20865	NZ_CP076404.1	4324545	4324859	+	315	774	809	586
KJY95_RS20870	NZ_CP076404.1	4324862	4325392	-	531	499	464	445
KJY95_RS20875	NZ_CP076404.1	4325484	4326614	-	1131	1034	1251	1021
KJY95_RS20880	NZ_CP076404.1	4326680	4327036	-	357	982	1940	1351
KJY95_RS20885	NZ_CP076404.1	4327050	4327442	-	393	875	1710	1527
KJY95_RS20890	NZ_CP076404.1	4327456	4328187	-	732	1866	3595	2878
KJY95_RS20895	NZ_CP076404.1	4328183	4329988	-	1806	8300	15256	11755
KJY95_RS20900	NZ_CP076404.1	4330313	4331287	+	975	2359	2288	1861
KJY95_RS20905	NZ_CP076404.1	4331509	4333008	+	1500	1456	1459	1228
KJY95_RS20910	NZ_CP076404.1	4333063	4333374	+	312	291	255	228
KJY95_RS20915	NZ_CP076404.1	4333374	4333685	+	312	270	288	271
KJY95_RS20920	NZ_CP076404.1	4333720	4337040	-	3321	1567	1550	1228
KJY95_RS20925	NZ_CP076404.1	4337065	4338030	-	966	2626	2627	2305
KJY95_RS20930	NZ_CP076404.1	4338130	4339179	-	1050	5604	5623	4838
KJY95_RS20935	NZ_CP076404.1	4339274	4339816	+	543	1140	1307	1103
KJY95_RS20955	NZ_CP076404.1	4340562	4340612	+	51	82	67	48
KJY95_RS20960	NZ_CP076404.1	4340601	4341737	-	1137	2200	2283	1840
KJY95_RS20965	NZ_CP076404.1	4341736	4343280	+	1545	1151	1205	972
KJY95_RS20970	NZ_CP076404.1	4343255	4343713	+	459	506	537	374
KJY95_RS20975	NZ_CP076404.1	4343735	4345069	+	1335	2270	2287	1831
KJY95_RS20980	NZ_CP076404.1	4345082	4346926	+	1845	3619	3715	2837
KJY95_RS20985	NZ_CP076404.1	4346922	4347869	+	948	5632	6266	5109
KJY95_RS20990	NZ_CP076404.1	4347958	4348263	+	306	7719	9602	8682
KJY95_RS20995	NZ_CP076404.1	4348342	4349619	+	1278	6572	7253	5879
KJY95_RS21000	NZ_CP076404.1	4349708	4350964	+	1257	5933	6262	5114
KJY95_RS21005	NZ_CP076404.1	4350970	4351971	+	1002	5177	5215	4343
KJY95_RS21010	NZ_CP076404.1	4352056	4352250	+	195	163	180	155
KJY95_RS21015	NZ_CP076404.1	4352357	4353652	+	1296	20847	20018	14017
KJY95_RS21020	NZ_CP076404.1	4353860	4354282	+	423	8572	13134	9945
KJY95_RS21025	NZ_CP076404.1	4354324	4356762	+	2439	28055	29532	21315
KJY95_RS21030	NZ_CP076404.1	4356945	4357673	+	729	4842	4576	3282
KJY95_RS21035	NZ_CP076404.1	4357803	4358201	+	399	163	158	144
KJY95_RS21040	NZ_CP076404.1	4358223	4358918	+	696	287	263	287
KJY95_RS21045	NZ_CP076404.1	4358972	4359628	+	657	253	236	202
KJY95_RS21050	NZ_CP076404.1	4359649	4360044	+	396	87	98	90
KJY95_RS21055	NZ_CP076404.1	4360057	4360692	+	636	191	158	149
KJY95_RS21060	NZ_CP076404.1	4360698	4361858	+	1161	471	437	362
KJY95_RS21065	NZ_CP076404.1	4361945	4363567	+	1623	347	420	424
KJY95_RS21070	NZ_CP076404.1	4363690	4363962	-	273	376	362	385
KJY95_RS21075	NZ_CP076404.1	4364114	4364440	-	327	426	566	499
KJY95_RS21080	NZ_CP076404.1	4364622	4365368	+	747	706	749	572
KJY95_RS21085	NZ_CP076404.1	4365371	4366123	-	753	729	698	708
KJY95_RS21090	NZ_CP076404.1	4366234	4367295	-	1062	292	302	305
KJY95_RS21095	NZ_CP076404.1	4367650	4369044	+	1395	237	233	262
KJY95_RS21100	NZ_CP076404.1	4369063	4369365	+	303	51	49	54
KJY95_RS21105	NZ_CP076404.1	4369378	4369839	+	462	141	127	98
KJY95_RS21110	NZ_CP076404.1	4369856	4370503	+	648	182	142	157
KJY95_RS21115	NZ_CP076404.1	4370516	4371367	+	852	193	166	158
KJY95_RS21120	NZ_CP076404.1	4371370	4372053	+	684	378	280	267
KJY95_RS21125	NZ_CP076404.1	4372189	4372461	-	273	108	90	105
KJY95_RS21130	NZ_CP076404.1	4372788	4373180	+	393	90307	93172	72217
KJY95_RS21135	NZ_CP076404.1	4373190	4373501	+	312	36132	38558	29183
KJY95_RS21140	NZ_CP076404.1	4373509	4373733	+	225	37278	41062	31931
KJY95_RS21145	NZ_CP076404.1	4373778	4374224	+	447	62156	70153	44101
KJY95_RS21150	NZ_CP076404.1	4374301	4375092	-	792	2345	2448	1797
KJY95_RS21155	NZ_CP076404.1	4375364	4375762	+	399	457	453	353
KJY95_RS21160	NZ_CP076404.1	4375752	4376387	-	636	1351	1391	1198
KJY95_RS21165	NZ_CP076404.1	4376605	4377222	+	618	3221	3534	2969
KJY95_RS21170	NZ_CP076404.1	4377534	4378943	+	1410	10155	10868	8001
KJY95_RS21175	NZ_CP076404.1	4378994	4379653	-	660	914	1003	628
KJY95_RS21180	NZ_CP076404.1	4379764	4380726	-	963	863	840	666
KJY95_RS21185	NZ_CP076404.1	4380837	4381694	-	858	304	273	244
KJY95_RS21190	NZ_CP076404.1	4381783	4382160	+	378	175	194	180
KJY95_RS21195	NZ_CP076404.1	4382295	4384235	-	1941	1018	1051	993
KJY95_RS21200	NZ_CP076404.1	4384425	4385162	+	738	936	1142	1015
KJY95_RS21205	NZ_CP076404.1	4385377	4386312	+	936	472	690	633
KJY95_RS21210	NZ_CP076404.1	4386381	4386932	-	552	608	761	718
KJY95_RS21215	NZ_CP076404.1	4387257	4387460	+	204	1071	1197	1297
KJY95_RS21220	NZ_CP076404.1	4387545	4388885	-	1341	4351	4968	4169
KJY95_RS21225	NZ_CP076404.1	4389211	4389846	-	636	566	568	577
KJY95_RS21230	NZ_CP076404.1	4390052	4391782	+	1731	1890	2027	1826
KJY95_RS21235	NZ_CP076404.1	4391782	4395558	+	3777	3198	3240	2659
KJY95_RS21240	NZ_CP076404.1	4395564	4395902	+	339	1714	1649	1575
KJY95_RS21245	NZ_CP076404.1	4396117	4396365	+	249	198	223	138
KJY95_RS21250	NZ_CP076404.1	4396362	4396709	+	348	458	487	366
KJY95_RS21255	NZ_CP076404.1	4396795	4397322	-	528	13264	16256	16611
KJY95_RS21260	NZ_CP076404.1	4397632	4398585	+	954	284	302	302
KJY95_RS21265	NZ_CP076404.1	4398728	4400227	+	1500	253	237	269
KJY95_RS21270	NZ_CP076404.1	4400244	4401263	+	1020	107	116	107
KJY95_RS21275	NZ_CP076404.1	4401253	4402245	+	993	300	356	348
KJY95_RS21280	NZ_CP076404.1	4402284	4403279	-	996	5257	6209	5531
KJY95_RS21285	NZ_CP076404.1	4403455	4404825	+	1371	5303	5822	4305
KJY95_RS21290	NZ_CP076404.1	4404987	4405535	-	549	3483	3574	2883
KJY95_RS21295	NZ_CP076404.1	4405629	4406978	+	1350	1651	1886	1591
KJY95_RS21300	NZ_CP076404.1	4407160	4407522	+	363	431	468	463
KJY95_RS21305	NZ_CP076404.1	4407573	4408034	-	462	165	199	187
KJY95_RS21310	NZ_CP076404.1	4408195	4410330	-	2136	562	795	694
KJY95_RS21315	NZ_CP076404.1	4410727	4412379	-	1653	631	1554	1967
KJY95_RS21320	NZ_CP076404.1	4412432	4413850	-	1419	2180	7046	9030
KJY95_RS21325	NZ_CP076404.1	4413972	4414916	-	945	730	645	621
KJY95_RS21330	NZ_CP076404.1	4415101	4415151	+	51	958	1000	971
KJY95_RS21335	NZ_CP076404.1	4415295	4417988	+	2694	4445	5964	3945
KJY95_RS21340	NZ_CP076404.1	4418200	4418583	-	384	3373	3992	3451
KJY95_RS21345	NZ_CP076404.1	4418659	4419117	-	459	275	306	284
KJY95_RS21350	NZ_CP076404.1	4419133	4420065	-	933	350	383	273
KJY95_RS21355	NZ_CP076404.1	4420072	4420203	-	132	56	62	69
KJY95_RS21360	NZ_CP076404.1	4420487	4420879	-	393	189	157	172
KJY95_RS21365	NZ_CP076404.1	4421013	4421723	-	711	556	537	584
KJY95_RS21370	NZ_CP076404.1	4421794	4422384	+	591	619	667	635
KJY95_RS21375	NZ_CP076404.1	4422532	4422981	+	450	398	467	421
KJY95_RS21380	NZ_CP076404.1	4423107	4424918	+	1812	326	381	443
KJY95_RS21385	NZ_CP076404.1	4424980	4425981	-	1002	332	311	278
KJY95_RS21390	NZ_CP076404.1	4426143	4426556	+	414	2866	3570	3360
KJY95_RS21395	NZ_CP076404.1	4426707	4427207	-	501	864	871	678
KJY95_RS21400	NZ_CP076404.1	4427400	4428593	+	1194	220	250	333
KJY95_RS21405	NZ_CP076404.1	4428655	4431507	-	2853	16764	16726	12546
KJY95_RS21410	NZ_CP076404.1	4431510	4431950	-	441	1506	1384	1013
KJY95_RS21415	NZ_CP076404.1	4432113	4433621	-	1509	9666	9106	6936
KJY95_RS21420	NZ_CP076404.1	4433775	4433822	+	48	923	938	962
KJY95_RS21425	NZ_CP076404.1	4433888	4434985	+	1098	2975	4200	2984
KJY95_RS21430	NZ_CP076404.1	4434988	4436067	+	1080	3281	3792	2616
KJY95_RS21435	NZ_CP076404.1	4436234	4437733	-	1500	599	600	549
KJY95_RS21440	NZ_CP076404.1	4437814	4438809	-	996	618	637	699
KJY95_RS21445	NZ_CP076404.1	4438879	4440195	-	1317	557	540	488
KJY95_RS21450	NZ_CP076404.1	4440260	4441021	-	762	195	176	181
KJY95_RS21455	NZ_CP076404.1	4441048	4442076	-	1029	180	196	189
KJY95_RS21460	NZ_CP076404.1	4442293	4442853	+	561	243	221	178
KJY95_RS21465	NZ_CP076404.1	4442863	4443879	-	1017	591	445	379
KJY95_RS21475	NZ_CP076404.1	4444402	4445607	+	1206	3597	4079	3333
KJY95_RS21480	NZ_CP076404.1;NZ_CP076404.1	4445942;4446257	4446257;4447167	+;+	1226	408	481	356
KJY95_RS21485	NZ_CP076404.1	4447266	4448446	-	1181	4211	4615	3517
KJY95_RS21490	NZ_CP076404.1	4449030	4449256	+	227	159	192	136
KJY95_RS21495	NZ_CP076404.1	4449602	4449742	+	141	742	824	798
KJY95_RS21500	NZ_CP076404.1	4449776	4451119	-	1344	934	1096	971
KJY95_RS21505	NZ_CP076404.1	4451728	4452942	+	1215	137	189	232
